n_sequences_tips,alignment_length,crown_age,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,normalized_colless_index,gamma,best_BD_speciation_rate,best_BD_extinction_rate,best_BD_speciation_alpha,best_BD_extinction_alpha,best_BLINDLIN,best_BCSTDLIN,indel_rate
75,325,3.883986637269905,1.4412813758078324,0.02723163432839064,0.09417847258307521,0.14489603584135924,6.484447364371719,7.917522353574357,0.18177864220979834,22.61370997384087,13.616105414510042,9.453916387054594,-0.6498666200535933,-9.706111569403948,1,0,0.23907450842443445
91,328,3.6090920490309975,1.501095104382226,0.02600687643129897,0.058529340068732554,0.03513571332356056,6.553547446603925,7.948453886343485,0.0941318735243436,-21.293210935529544,46.869194689888126,33.60683463017092,7.570572200160614,-5.312899917785769,1,0,0.09366505339229311
37,94,2.659478877237414,1.8971193483677744,0.02107808328492683,0.07092421586723568,0.09565898238909062,3.013011680020772,3.6304644374806614,0.13127512183185588,25.823579998152326,15.799184058649674,18.544775382817335,5.666318932360942,16.366799267814727,1,0,0.1665831982563263
29,170,2.877443539107116,2.0826856918134093,0.018281454558812135,0.07378947270720217,0.14828879250369353,4.371717727495417,5.455611663370297,0.25772721053075437,13.977981108967361,38.2400420885481,26.71848605882368,10.344871584359524,34.65804795314385,1,0,0.2220782652108957
37,234,3.6664529044050873,1.2352294815255203,0.0010953504814504725,0.024744026551688433,0.11483823543429657,6.38669825487048,7.983701712346654,0.11448599130655578,-2.6358349106924086,6.302236237732256,34.36268097873524,0.0,12.200187233064542,0,1,0.139582261985985
35,171,2.8969194264726625,2.426721191189348,0.019223047309627168,0.20062224409697652,0.1060008465196287,3.7211730107662646,4.67182407957064,0.1933362174622621,-6.868601873357048,50.63403420080311,14.198127857526341,16.389349684482706,22.05984911651594,1,0,0.3066230906166052
87,50,4.2191682520567415,1.7652874317233982,0.017046073284136428,0.07024361089537551,0.040463142196523194,2.863033653993119,2.508246407142617,0.13868994464685278,-26.016905137071973,13.944988072034693,25.624171631861326,3.1374424063490083,7.1767517078514,1,0,0.1107067530918987
72,181,5.150968325229976,2.3003190183039197,0.02510190980281248,0.0630966071558426,0.10559571353381969,4.6598420733265975,6.30791867081053,0.23345026104279923,32.42232803264352,0.6378342202723332,19.887164638461893,-4.277412898505944,13.247108828247725,1,0,0.16869232068966228
38,486,3.4706808187318585,1.4072594747964546,0.04613938183589703,0.14307955925097865,0.09670988614590927,8.08400115125859,8.418215264794691,0.14684822156420232,6.197302258505642,36.13515332003057,20.997312928560795,10.354633614840582,12.154285566430108,1,0,0.2397894453968879
32,286,3.7088415380376127,0.865680713404049,0.0037702463831397175,0.0648361487271123,0.0438249085658199,8.106856690744426,10.072155614782963,0.02618850543285542,-2.1448982923455215,11.955737521903862,42.39206816170771,0.0,17.306587122288327,0,1,0.1086610572929322
46,279,3.0453475431514283,1.7519051096798797,0.015257775552902872,0.008471935492011438,0.08172047036217717,2.2891986276478056,2.838132923555277,0.21149761684957144,-2.7570519175656933,7.619724873315936,42.23679409288503,0.0,31.355519445332433,0,1,0.09019240585418861
78,63,4.750371555551635,2.9714827542413507,0.029928440597646575,0.09239978825462,0.16307466079315114,2.2972928248786437,2.3314561791780175,0.15957927248234013,5.89201042205308,21.62676474882425,23.78925991327696,2.942113811599487,14.716900937467374,1,0,0.25547444904777117
40,251,4.677843494255712,1.7659442968076853,0.02272442256149123,0.1942570520037894,0.14762304235327806,4.331982732728859,5.785828265997299,0.32254538561039625,6.0910491386598355,6.779932625247521,21.937895284211873,-1.3785172975010884,10.380888261990687,1,0,0.34188009435706745
31,238,3.7813402090235333,2.004108958282972,0.02465280925127807,0.3114170090089019,0.055177702483811195,5.457605647845149,6.727439928976393,0.12320980934253802,-2.3273969292298538,8.41496028477173,53.57511993945073,0.0,12.279010756858137,0,1,0.3665947114927131
58,141,3.7383548000239752,1.1705670919475992,0.002776615604830718,0.0975086675861506,0.11457236845254498,4.166741686596679,5.8291021673094905,0.1419005629182025,-18.55991961936498,16.597058366682642,8.16039975683545,0.03304682145497126,17.034113304927608,1,0,0.21208103603869558
64,255,2.6331342956569332,1.4095826435405037,0.023439691618830687,0.10273097097780938,0.13957881459930443,4.686248121669316,5.6120750755776765,0.07118590880856798,-6.400843568878218,91.00975980142499,125.05633929585184,29.991459170015126,12.699655131979194,1,0,0.2423097855771138
36,209,2.161647312593032,1.6964079954231666,0.008076312836708018,0.08802000377517555,0.2015266595719546,3.5390468634632777,3.678010715812087,0.2921881047182533,-103.60741697085227,79.86095798919123,119.13911093703682,28.215756228899778,-18.38792931696216,1,0,0.28954666334713014
97,357,3.375165800135211,1.1280147936885065,0.0066499309577572885,0.07625498846274956,0.09785771033599325,5.913027028192692,6.567311740887034,0.05687352038559866,20.399767290418353,10.49277690916419,19.26067024054178,-1.3449074670415908,5.270238317582601,1,0,0.1741126987987428
46,154,1.767252299511605,0.464206065437544,0.02283056148057023,0.05080195059745835,0.07056710418951687,2.563655670662394,2.6143676173755446,0.3780728311251659,-2.8538655000145567,76.38313360318081,60.451031732051234,37.67458347370261,15.554669166873609,1,0,0.12136905478697521
28,289,1.6982068376241624,1.1428794054521718,0.014926720709041148,0.19275841716158137,0.09547570257564736,2.8676802513913167,2.6921072683680207,0.28891643546431245,-14.438945570764186,78.35400697088974,54.60926518678198,34.470431777342355,16.322269741822176,1,0,0.28823411973722873
69,209,3.903947043566873,1.5982827796204997,0.004951921764782406,0.1641118439384077,0.2386260905392859,4.651112746944021,5.020519564138121,0.21235368414073066,13.263328232407192,33.906866280926224,19.729490519470033,6.703806502783729,11.522921174239958,1,0,0.40273793447769357
21,488,2.4868196708979697,1.6565386355946667,0.010226541750290953,0.08323244904051079,0.2118691461184769,6.682307641686301,8.393082907058144,0.18553511812640544,-2.3539920395445657,8.215842974807565,38.43453098162012,0.0,30.102445884357085,0,1,0.2951015951589877
48,211,3.5471208540420256,2.583107549542359,0.038415142318905825,0.0978946531322291,0.21696227556719017,4.627741571997464,5.563583153885815,0.09016361916427643,23.093769650047733,2.953992505676822,6.051924376419619,0.7846675522234847,5.768544094074973,1,0,0.3148569286994193
67,508,4.529836196982163,2.576616391671413,0.017732640085157927,0.12325555490936792,0.15347929311136305,7.473536577341817,8.45987544014848,0.11990270855939107,-30.956489555199347,9.00153184368413,14.476545817439337,-3.979450204091798,0.5406613305706838,1,0,0.27673484802073095
32,308,1.6100831577280281,0.9799232457771523,0.008025942692623144,0.12513029662927,0.16758249408356934,5.687052581331802,6.057331030724809,0.17077811600827938,-3.006653629727113,58.09160906347217,36.98854371256479,27.479367427199932,33.45780404813996,1,0,0.29271279071283934
30,160,2.093797926603719,1.304311526282016,0.016528129912855752,0.10271192987205469,0.1278424382441456,2.138925170241605,2.2255274580168067,0.16495645827078656,44.53905804088946,5.8734213736834295,7.805972208972343,-3.046871094684632,11.772123542374572,1,0,0.23055436811620028
67,229,3.9318294225362713,1.719266413772066,0.011373328639981308,0.1241127031772621,0.05535658564983161,4.747099266284466,6.16359568458036,0.08556712489634721,-7.155697537897829,3.0566953751425046,7.757305035551923,-0.2618660550343027,3.2478986701013257,1,0,0.1794692888270937
41,44,4.915940511489675,1.7538789909145287,0.005568778493565637,0.07481400140131594,0.22044313963585938,1.619565217169646,1.0264116600457829,0.37056091134776664,8.862414473139,9.498151113908914,14.820271138252249,0.028308533816480283,9.903056209999395,1,0,0.2952571410371753
36,63,1.941847829149415,1.3758368063605986,0.02921037863642952,0.0786579314704902,0.08696969629083108,2.454714949869063,3.4978837334123933,0.18470575149373802,0.31907310455365234,55.9777861486786,39.02042933545604,24.63623075334934,34.83440531593887,1,0,0.16562762776132128
22,202,1.6305242085492657,1.3271355365223665,0.01812215672926174,0.09320006460782271,0.08601706949152273,3.4308018047612823,4.118295966382597,0.2608447544371265,-16.483649100041415,60.87391429076646,49.73054423839058,27.872589577777607,31.757696746245735,1,0,0.17921713409934542
63,137,3.078878946844814,1.5441126286393785,0.002779934097224779,0.12276354678497277,0.10063575599777318,3.309902928666972,3.6256880569291186,0.1524190501199122,13.78015696003777,5.706552970199211,14.619369200383897,-1.926536142751168,1.4039036933242812,1,0,0.22339930278274595
48,251,2.121455332946932,2.605089222983768,0.0005534915147771795,0.07438913146596182,0.1160682191337596,2.3232515522434323,2.3389810458688647,0.19981712819826794,17.403846394181514,57.99650961032807,30.297638786365926,23.80490143947214,24.236434220372583,1,0,0.1904573505997214
24,493,3.8408271225545714,1.8233336554072894,0.02652212098480404,0.23628816658185278,0.06481097177239874,4.89878112241724,6.058121207679317,0.1370032684166215,-2.4638663871819064,11.114892316690673,36.205486955376095,0.0,16.523286104405486,0,1,0.3010991383542515
34,144,2.838464307643622,1.4855752189433027,0.004251849877425754,0.09863320561258444,0.2606300663968522,2.5756669698552157,3.327892020937824,0.20476187919952057,41.60651330946572,74.4189068148359,20.918162575697604,21.455209800008312,-12.567040256450607,1,0,0.35926327200943664
58,284,2.3849968129417967,1.7214687640955675,0.03243539106194007,0.1048786039010762,0.05392871996598054,5.038082236456069,5.71630296018381,0.07066491372876015,-2.1117616134107076,18.72629516002725,5.425996467191334,5.147753651567948,-0.49416817012686387,1,0,0.15880732386705673
57,30,2.6338485433181202,1.5632942442801965,0.02387189309742655,0.04624986186291084,0.02483912572641305,3.3334618274031365,4.236070810825482,0.190585925211088,-14.155273736862073,4.094296494353482,15.428725295467236,1.394120699716331,14.462658413086295,1,0,0.07108898758932389
21,72,2.1235509044275305,0.912141550247201,0.016294265925013034,0.11374923050755302,0.24433102711960353,2.100431438921852,1.796066591518247,0.34258418671458374,81.3426217317505,80.57459488720562,22.431041566226767,28.600311356244305,-6.930924696069342,1,0,0.35808025762715656
42,386,4.052477935873629,3.0205539939590915,0.02138363237908735,0.09730959706276295,0.12347826770821953,3.597825894603222,4.343485913098906,0.35476825597632505,-16.69101853801306,13.25663156888321,9.307119686810672,2.101882956322862,-1.279536645867962,1,0,0.22078786477098247
61,330,3.419348805655191,1.2571075540252252,0.00486155311874911,0.12765164875975202,0.09288422602999369,8.636398765005628,7.996262293861303,0.08751319285042143,-19.52521663895781,19.85161242298716,45.808893783555824,2.5952520469412326,24.614106499864626,1,0,0.2205358747897457
49,243,4.904323897930544,1.3578492005620726,0.04603839965243983,0.15169638229941207,0.21982491401214854,3.891148115761221,4.39216158230413,0.2223004445147001,45.79063704123629,16.92714801529896,22.2256042788611,-0.0900624299215547,-0.651401790934341,1,0,0.3715212963115606
51,125,1.5755497577568311,0.8470911634846634,0.008803215033809491,0.06910423837764886,0.06321304861160612,1.9425059898354156,1.539889900499905,0.15644685468885827,-14.752745938390998,40.72933843585447,12.177522919550505,25.287042581630246,9.156152384428498,1,0,0.132317286989255
53,508,2.8198602787273557,1.1017908745711782,0.005310983160526878,0.10666288802341134,0.0941261922979428,8.033484917558773,8.797773738931513,0.10083450146496356,-14.01090625946275,39.94872722303708,7.960001372337753,13.642521261685673,-0.12026914355499407,1,0,0.20078908032135415
64,323,3.1273390586465424,1.3616812903335513,0.008857078104150998,0.15780914511390642,0.22545401952904265,4.377812338672599,6.053661414964261,0.0965279663339446,-9.287503908479412,4.665547273385835,27.852208236609467,-5.18047771759809,14.04581283788702,1,0,0.3832631646429491
50,250,2.8912872719211853,1.5153421245610112,0.015259186580059774,0.09131158070286993,0.1350091974451622,2.801970036778055,3.022148278329434,0.2546715528323529,1.345774103819254,7.98794589861799,6.594743845275551,-2.9990215969291483,-12.731020612047399,1,0,0.22632077814803214
31,580,1.5242336810752766,0.992538200985989,0.013077530536616899,0.13942151994664118,0.17549507588556762,3.708598774948182,4.467964666114857,0.2221373215572213,20.6730498964764,74.07319920742103,78.07286294636351,33.91368503684436,14.06164241682012,1,0,0.31491659583220877
80,386,2.74371698120422,1.5782830925072364,0.04004452649906205,0.04470753399472402,0.036973456587861546,3.9813525904636067,4.89413335881087,0.05717593675669299,10.460379740688365,9.049917171838999,10.264506548687722,-2.9336442587621825,-1.3803149982959848,1,0,0.08168099058258557
40,301,3.5655610922587027,0.7869683261599145,0.003319822166425632,0.1727284752976069,0.11037445001063019,8.576821356501458,8.134662008281907,0.19844923275358078,20.356673939107175,23.394318788688608,32.96803430824381,4.590325204561224,6.12020737999332,1,0,0.2831029253082371
30,652,3.5307212453801213,1.2446729924557176,0.018951408716768408,0.08047852302763586,0.06250678145969575,8.336302417758086,10.379230815480362,0.16281002043400283,-4.571714329077616,8.889106678468258,33.38919203542267,0.0,21.219763403610948,0,1,0.1429853044873316
33,343,3.140431280142933,1.6933582043634583,0.0019754223424674855,0.19738182383416575,0.13511027627810152,2.999968198042803,2.5469423134230227,0.3456490467916332,56.27267512329523,11.322673299369017,11.86080854919756,0.1568134319816325,-10.500016574731958,1,0,0.33249210011226726
22,383,3.6638407961462036,1.132304895322558,0.023382867915255283,0.16462601690707798,0.046911961679031264,5.560002645935419,6.876935863161969,0.10549089513954804,-2.856159236660268,13.848093609079333,54.813394774896764,0.0,21.863378119801563,0,1,0.21153797858610923
38,183,4.098990637830568,1.5390015445409997,0.020465788583404743,0.08111617354679286,0.05443212615128728,5.940952168763598,8.036488419576074,0.24512857474630922,36.779421928033706,5.753205264412869,10.008563283983362,0.19507014704910092,2.4908205083286115,1,0,0.13554829969808013
49,250,2.6422901730400032,2.3931431449545366,0.0063040508079632695,0.12552552955344412,0.06814276135626376,4.611461466450094,5.54662972213337,0.1748224330554344,-43.933734509966875,39.18725684313516,45.85060450377066,11.502180368141898,29.881629133961155,1,0,0.19366829090970789
58,321,3.418755597157161,1.0275601321424366,0.01774232564864578,0.06490690917564441,0.10355888082075387,4.234493334738585,5.342104973798453,0.24080726100762892,-28.91973741248097,9.947817458001118,15.9598816554381,2.2992508350875163,7.725417555780366,1,0,0.16846578999639827
58,159,4.3052639427472,3.0264241434972043,0.018222902270509038,0.08401205080487185,0.26288850552326537,3.1230140399681026,4.143393784108314,0.15521129552771235,-22.612210667076333,3.9796997684399873,27.414497986314448,-2.5767053291297595,13.903608120582334,1,0,0.3469005563281372
66,148,2.4458935487091407,0.9615689271253316,0.012356771086055688,0.08138216406298193,0.06653172056033535,2.33362276453369,2.113133650908441,0.12642412026504124,32.03828161433305,73.08731044306667,33.681317042827075,28.661511762577597,7.218138813750486,1,0,0.14791388462331728
54,230,5.14837043602697,1.7375837120744329,0.017911638019543884,0.06425687729931208,0.14738585539326648,6.882588604616566,8.44578535832307,0.3487240243961131,10.453975523728685,0.9507694124460013,4.588069380899543,-7.8854626116958215,3.715386012774649,1,0,0.21164273269257855
25,355,3.5784176880986975,1.4230990200690612,0.007222711973317078,0.03256106980486713,0.1445599782124115,4.897296326343264,6.158929402424062,0.17732641195143417,-12.852668613898974,7.041215911703308,35.563016930057614,0.0,15.64420444264976,0,1,0.17712104801727863
31,190,3.0309728919133536,1.2159765705318102,0.019473990406588464,0.12290573858763272,0.23272881168837234,4.6340131140390755,6.275297016681822,0.1654170008635053,20.053627933642964,10.04553369623646,6.053430830313985,3.1190396391332342,6.384732878641222,1,0,0.35563455027600505
56,263,2.679928816058215,2.2228647221638442,0.017841640203903514,0.15492861208032038,0.15150919711941557,4.106173211109139,4.59003142543762,0.14244406155573497,62.70930415248906,10.146254922552522,11.4707160477659,-0.8987518057744774,5.344975122264437,1,0,0.30643780919973596
45,265,4.313426547414868,1.1683348659400352,0.012954239522783751,0.09286243724997428,0.13887660703673244,4.354324580590408,5.5256399025746425,0.3280755937439726,-10.831373395127974,7.67930948385227,20.17953730979449,0.7553174146191152,6.912265997922427,1,0,0.23173904428670672
66,282,4.752345352739559,2.2219987115286646,0.006286828142092631,0.19566768987309882,0.1200115144592074,4.213375733673308,5.521219979417557,0.14871792591295535,-21.173959690765127,6.821003801470689,6.022573944862845,0.8541572907041203,48.46953508948584,1,0,0.31567920433230623
97,209,3.625877917522922,2.0340519341606385,0.006616166803753041,0.07881588402570536,0.09489656150877916,5.2224983115734025,5.940296267193753,0.08590785706234336,4.002543477192791,21.93513248130348,9.450042373232968,4.126285427357357,-2.623819605558241,1,0,0.1737124455344845
23,479,3.539310855041277,2.046710425468314,0.0035867384752294763,0.22305860883026743,0.1153503534762781,6.036546222845543,7.497357116190805,0.11474627727292666,-2.7979603322920017,9.69774091346329,34.13989510146673,0.0,17.46632302299542,0,1,0.33840896230654555
61,316,3.5995463852352083,1.396245186210697,0.005464696291844292,0.08744823190869713,0.12313054651029123,3.217209937111898,3.7199009495954116,0.22646714792378245,54.81648553871315,33.74487889971332,23.233296914717137,7.236377105515133,-12.375915845272935,1,0,0.21057877841898837
95,132,4.494552826498413,1.210545912207268,0.046017755158227945,0.03191721263203431,0.05266738408283005,4.284586428218856,6.010958756312598,0.07244652479629937,61.50129653340519,20.18184413590928,9.015183780489913,3.8135687748896263,16.3276809483581,1,0,0.08458459671486436
45,135,3.480921164706643,2.139413807211037,0.01800259059321433,0.14622807414706282,0.16619895009376784,2.991735159373277,3.5692640023426287,0.2565667535041697,-24.904363565646797,35.111135077927706,21.58178751276548,8.587180335524076,34.92033965618718,1,0,0.3124270242408307
54,176,1.7789122977265666,1.4415733897283394,0.004504772047957556,0.10525765771533858,0.06667275997312501,5.0424897204434505,6.186733964688447,0.1748009152388962,17.58492023539837,75.78820978574902,33.47764144547486,36.437920818492,2.9666080017425203,1,0,0.1719304176884636
81,265,4.1036561193194006,1.701808499512954,0.03676848546078345,0.14593411744736892,0.10224974507614672,3.3745207465437566,3.8780995328523122,0.13618421229359934,-40.016267573167866,4.6158412625746,51.85919368232107,0.4762163567117999,26.523404127275263,1,0,0.24818386252351565
48,435,3.1470812338543896,1.2847758209559856,0.0010285765843130396,0.05123173343708448,0.06623147557437524,7.854940261066184,9.78476965035771,0.06735943693732256,-2.357076340341004,10.119367105262283,36.0462221549444,0.0,24.381834665469967,0,1,0.11746320901145972
65,368,4.046104482956664,2.5320664426199215,0.011032568031304006,0.11312931433504363,0.08752976264889972,3.5267741326544013,4.5920172815278875,0.0699613522582081,-16.27497036985511,9.651260869983874,47.86375777236063,1.4412396763876834,21.91309976666409,1,0,0.20065907698394336
37,261,1.959311881421867,1.3177109720419165,0.011359978967553789,0.07240160175720967,0.20811233428479736,2.6821832150744283,3.7781240867719577,0.21083492110932675,-17.749059633313067,66.5508147943259,75.55714243893831,25.632278927801682,4.447869373399344,1,0,0.28051393604200703
75,180,4.381994956880007,1.1885878399814067,0.029584857579157086,0.12291685310901827,0.08321242050484495,3.220837860384144,2.965788240472941,0.27876225446730657,25.58599361993212,9.135942461633705,3.5302247883278404,-1.5980710971203596,8.29153514978361,1,0,0.20612927361386324
50,173,3.2171705999740494,2.733226049980214,0.00398325417509837,0.12406106134138316,0.15373482151899298,3.3492046179651993,3.553208706501116,0.09984771597531487,4.95313714392319,40.29926127624625,46.19618518559924,9.685980836647825,15.67270229340415,1,0,0.27779588286037615
33,257,3.3542315076205274,1.2111959514144806,0.008980373132146429,0.008194486316340129,0.030082957621019348,2.5071526845542573,3.0487985715292876,0.17293691009042939,-4.092698734427948,12.296214557815471,55.540282264465596,0.0,35.54141848619371,0,1,0.038277443937359476
31,186,2.606725701567277,1.4198956312066189,0.007883469806569341,0.08013718994660311,0.16298808005261167,2.900232466310011,3.3370524588223995,0.1707553208646056,44.74555086427372,3.6777879327710266,29.721559803039263,-1.3694640426160922,15.258191940055234,1,0,0.2431252699992148
66,85,2.3887012557160787,1.577779604025992,0.003075470733017387,0.12520136630311648,0.12226746759322513,3.799927400309739,3.988611619296292,0.10463953880536793,32.370166452389284,88.12279978562532,41.12420726228064,33.590889571430026,19.517838309025553,1,0,0.2474688338963416
46,95,2.100967084204863,1.3630283165523056,0.0070217786685919685,0.06653002723626039,0.036119263516386176,4.833748769879175,6.616972667452866,0.1384135362585048,-7.3886709778388395,82.5705710667689,26.549136652870693,34.80767808012167,37.76975188581429,1,0,0.10264929075264656
43,261,2.1889231064781196,1.1194831528657851,0.0013454702442397784,0.08994043547363453,0.1804322357355695,3.5516817499092412,4.544363198978023,0.14395235614214988,36.166104784618135,61.36083912379321,56.0137063395243,23.47346428001176,19.227484195103266,1,0,0.27037267120920405
57,354,2.2336323169499965,0.8724787261234777,0.013122186030043463,0.11949142032734165,0.08152990987064263,5.940814255026937,6.761800709385401,0.1497944437787146,-46.91089236298652,19.36046871170353,17.608859974803323,8.020457765407933,8.014671164498203,1,0,0.2010213301979843
21,199,1.624691272123873,0.45246691387119026,0.04096037728003377,0.07633269889288796,0.0625275403202544,3.9374357776471656,5.432012321618441,0.19189917972146336,19.968788323587887,57.98852204845726,7.211515922464495,32.781542470808525,-0.3779121721446943,1,0,0.13886023921314236
48,163,3.3226907673445334,1.2732577965546643,0.020735501602030592,0.12127550301141564,0.16937212147925768,2.491690608298845,1.8603241704616962,0.11109075167209799,-44.965633207638305,48.89495118135061,95.88133356360109,11.506535290788404,28.974236070780883,1,0,0.29064762449067333
71,232,2.600924903278187,2.112349405658772,0.001731549684366008,0.09885741975285989,0.10932016892049966,3.601187229133682,4.276625393085586,0.12645559679650936,32.341579546143834,33.720397392071355,34.31117960608019,5.463444926537994,2.21472839231775,1,0,0.20817758867335956
59,419,4.434436414531385,2.2373998999346454,0.0038633198254907765,0.19189640393954566,0.11755919527978807,6.497369686720309,7.61132510241098,0.20633291313257862,-14.814002269194,0.3918669668297844,9.387599310406582,-3.5770593168130866,16.75389126976514,1,0,0.30945559921933374
63,369,1.9195154648982875,1.567513004019007,0.02093513007439952,0.07446179024179621,0.15938012387996553,3.7317975517786137,4.730207876015576,0.09941225562518871,42.929902103205386,73.19203143624249,71.6372043272743,27.974847369001516,12.790398069556431,1,0,0.23384191412176175
60,292,3.1745945671742772,1.3575686640189408,0.0035650587727180418,0.0050868718864164825,0.1054655960347144,4.296161938918584,5.433957789125363,0.1174779104019805,-2.9705667855716125,8.202764877982455,36.34578855666197,0.0,22.493314521083803,0,1,0.1105524679211309
85,387,2.7065761925306107,2.3438772471883333,0.023016997987172896,0.06953198975527648,0.0575886676816323,6.249147593836684,6.577382211318012,0.09188488660251554,-12.478764443881314,53.66617076802878,54.503600668211256,17.121667715025982,4.775237127798812,1,0,0.12712065743690878
36,328,3.668805413758952,1.1776265597997537,0.00031225101412218524,0.17154716253154156,0.17474917550603108,4.261071382289495,5.765797099075833,0.1850526169910949,32.61323999783634,2.664036668466161,5.699496340951104,-0.35016875609098,10.260025562539921,1,0,0.34629633803757265
60,171,4.081350828521281,1.8416754046655277,0.02018891496168313,0.06573587261381919,0.1871576251483063,3.482107378897966,4.182057935776573,0.1421611185949681,-105.56496009961194,9.01689522033482,78.64926894879518,0.2739148779778621,40.04682158220921,1,0,0.2528934977621255
96,244,2.6049654432725458,1.0957479395025738,0.003041385222838087,0.08546372084476812,0.15368156261661503,3.044083369790009,2.942211362910795,0.11098012560223228,-25.58117771533442,52.927149792815534,102.95721929028475,15.313080975412834,24.755129658129693,1,0,0.23914528346138314
37,213,3.441017868028261,1.7725182801805537,0.02517968353833543,0.19607245233035697,0.19908518064861186,3.3668169912788177,4.403347035909542,0.3676053141692014,-6.239727945591011,2.020005520003962,4.176453537947421,-3.168869051007992,0.07184852672895303,1,0,0.39515763297896883
55,399,2.5607167940089233,0.9658371840972912,0.009709183542979708,0.09303336622531679,0.10893135923054503,5.675972089553942,6.761068403261734,0.19352611754265442,-5.659840273002724,50.634068727547145,32.564282209690475,16.430981828555986,17.298165767266344,1,0,0.2019647254558618
