Filename,n_sequences_tips,alignment_length,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,best_BD_speciation_rate,best_BD_extinction_rate,best_BD_speciation_alpha,best_BD_extinction_alpha,gamma,normalized_colless_index,bd_weight,best_BCSTDCST,best_BEXPDCST,best_BLINDCST,best_BCSTDEXP,best_BEXPDEXP,best_BLINDEXP,best_BCSTDLIN,best_BEXPDLIN,best_BLINDLIN,best_COALCST,best_COALEXP,best_COALLIN,best_COALSTEP,best_COALLOG,tree_length,crown_age
PF02028.fasta,77,669,1.2963,0.0,0.0737677867722711,0.0601789839458001,3.98454935622318,4.98068669527897,100.700678887787,144.671100668195,46.3249715064236,0.0,18.6581914680346,0.0929824561403509,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,49.43527,2.25662
PF04116.fasta,110,244,1.0077,0.0211,0.100596125186289,0.119225037257824,3.47659417618872,4.3457427202359,67.3968595248484,88.4761722459043,16.1033691930195,0.0,28.1750659152852,0.132517838939857,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,117.73281,4.22792
PF13631.fasta,30,257,2.1919,0.0,0.272373540856031,0.194552529182879,3.16699669966997,3.95874587458746,4.44089209850063e-16,3.8990093843319,0.0,1.37512000909685,-21.6612452372885,0.54679802955665,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.50705,3.14328
PF09381.fasta,6,294,1.7575,0.077,0.396825396825397,0.396825396825397,1.62424242424242,2.03030303030303,0.880478820788372,1.17171017339033e-07,0.0,0.0,-1.0449091682058,0.6,0.7436137010970144,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.71366,1.07817
PF07123.fasta,14,153,0.9009,0.0,0.560224089635854,0.373482726423903,1.71428571428571,2.14285714285714,70.4341738879426,112.659473820793,26.8414726240513,53.3700483063517,0.369994047536649,0.397435897435897,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.94246,2.63907
PF10939.fasta,30,91,1.7023,0.0259,0.146520146520147,0.146520146520147,4.78095238095238,5.97619047619048,16.4733278694838,176.822978280043,12.0598960034624,3.82460977409906,-325.098992177646,0.145320197044335,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.55536,1.4472
PF03253.fasta,60,383,1.6352,0.0,0.0696257615317667,0.0957354221061793,4.72418300653595,5.90522875816993,53.5967340747525,93.7958814561631,24.7887192511417,0.0,-7.85122577060141,0.14260666277031,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40.14632,2.2054
PF07155.fasta,39,195,2.3695,0.0219,0.19723865877712,0.210387902695595,1.78,2.225,8.881784197001249e-16,23.1599055779973,0.0,0.458785336851178,-24.3632473582835,0.435277382645804,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26.25719,5.0223
PF10270.fasta,65,228,1.1498,0.0,0.0607287449392713,0.0472334682860999,9.69081803005008,12.1135225375626,4.44089209850063e-16,16.3739374539316,0.0,3.23426018737957,-34.6992452666622,0.200396825396825,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32.66724,5.00216
PF11127.fasta,77,93,1.0993,0.0214,0.0977517106549365,0.0837871805613741,3.25263157894737,4.06578947368421,8.881784197001249e-16,21.0316101791627,0.0,0.0,-4.95854953984796,0.104912280701754,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,59.13866,4.02041
PF13520.fasta,43,960,4.3747,0.0,0.259205426356589,0.193798449612403,3.99945504087193,4.99931880108992,61.2417635274768,92.9367161773953,22.1022154692102,36.848495018205,-2.54742240310557,0.114982578397213,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,43.10489,2.77841
PF11511.fasta,5,69,1.5225,0.0,0.289855072463768,0.579710144927536,1.46666666666667,1.83333333333333,1.11022302462516e-16,0.373458927208422,0.0,0.0,-0.55937208333553,1.0,0.9999999999549656,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.64831,1.85582
PF13085.fasta,31,211,1.2895,0.0,0.13759364011619,0.122305457881058,8.82618181818182,11.0327272727273,4.44089209850063e-16,8.0819546644662,0.0,2.89893546066246,0.858005554197009,0.36551724137931,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22.54407,2.864
PF01699.fasta,91,277,2.5367,0.0,0.0714087356686635,0.095211647558218,5.89405684754522,7.36757105943152,0.812964642764667,22.5729961378681,0.0,0.0,-70.7360861613631,0.106616729088639,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,77.11931,3.92111
PF01222.fasta,5,508,1.2815,0.0494,0.590551181102362,0.433070866141732,4.47142857142857,5.58928571428571,1.11022302462516e-16,0.471430031868335,0.0,0.0,0.0287107554843419,1.0,0.9999999998629316,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.29801,1.77913
PF02723.fasta,20,83,2.994,0.0,0.240963855421687,0.180722891566265,1.65714285714286,2.07142857142857,2.2204460492503099e-16,0.0786832411939345,0.0,0.0,-21.0179999386689,0.409356725146199,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.01855,3.33574
PF07670.fasta,232,252,2.7929,0.0,0.0256568144499179,0.0290777230432403,8.30551482307938,10.3818935288492,2.8360601787856697e-40,10.9862267280739,0.0,1.66217448200308,-43.7998718615531,0.112629399585921,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,164.47108,6.83329
PF12109.fasta,6,34,0.731,0.0,0.490196078431373,0.490196078431373,1.0,1.0,10.3308745814389,2.06427872722577,8.22625843888493,0.0,-1.23604386941504,1.0,0.9554128589408204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.56678,0.89207
PF07774.fasta,144,408,1.1744,0.0221,0.0442538126361656,0.0323393246187364,6.02480620155039,7.53100775193798,83.7067008917535,110.872047000886,27.4204979137216,0.0,1691.63856720839,0.0804688269477002,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64.51548,3.07274
PF00955.fasta,57,670,0.7838,0.0211,0.0811730819586279,0.0916470280178057,4.7148623853211,5.89357798165138,4.44089209850063e-16,24.0950242118783,0.0,7.79836459533991,1.17932894160477,0.151298701298701,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25.66614,3.20797
PF21203.fasta,53,262,1.2765,0.0,0.230447933170099,0.187238945700706,3.71410338225909,4.64262922782387,49.1816446762774,77.027417454645,17.2518688600866,28.4777269275956,-40.0482074431374,0.271493212669683,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37.25576,2.87635
PF02461.fasta,7,239,1.7054,0.0,0.0597728631201434,0.0597728631201434,1.02857142857143,1.28571428571429,7.75066854739829,1.79028886176326,5.13232670752802,0.0,-1.84243103173436,0.466666666666667,0.9897206448228278,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.76344,0.87108
PF00267.fasta,10,400,1.0948,0.0,0.375,0.6,3.41142857142857,4.26428571428571,1.11022302462516e-16,0.0885939642108468,0.0,0.0,7.54235430548345,0.277777777777778,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.65896,3.5004
PF00953.fasta,54,308,1.1574,0.0221,0.132275132275132,0.12025012025012,5.74031221303949,7.17539026629936,39.1392722799081,72.4394814460793,11.3882303653343,0.0,-6.51877938204809,0.145137880986938,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52.29369,3.20076
PF07662.fasta,299,426,1.2036,0.0,0.0180570603105814,0.0204123290467442,7.4065230052417,9.25815375655213,5.3290705182007506e-15,25.0092717640754,0.0,0.0,-65.89900243896,0.0665265631708585,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,122.06237,3.33457
PF00690.fasta,118,95,2.2274,0.0235,0.0713648528099911,0.0713648528099911,2.68392664509169,3.35490830636462,4.44089209850063e-16,0.0563687837636597,0.0,0.0,36.3628242113613,0.0991747715885647,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,103.73262,3.2837
PF01389.fasta,13,242,1.0,0.0,0.190718372536554,0.286077558804832,8.53333333333333,10.6666666666667,6.47994537343236,44.0437689673227,0.0,20.3042270053498,-15.721762814017,0.212121212121212,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.85451,2.86207
PF03073.fasta,410,271,1.3721,0.0,0.02430024300243,0.02790027900279,4.07977883096367,5.09972353870458,1.77635683940025e-15,20.3851697316255,0.0,0.0,-91.7874398511082,0.0548324464260032,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,235.76327,4.72331
PF09802.fasta,58,207,1.6222,0.0,0.0333166749958354,0.0666333499916708,3.425,4.28125,1.57930419170657e-68,28.926361675669,0.0,11.522978526952,-27.5467125238745,0.37280701754386,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20.71821,2.9688
PF01956.fasta,53,256,2.694,0.0,0.0884433962264151,0.0884433962264151,5.36416938110749,6.70521172638436,8.881784197001249e-16,20.0679298783493,0.0,4.50462271907812,-41.6023756793232,0.233031674208145,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35.71424,4.72801
PF00924.fasta,35,84,2.1259,0.0212,0.0680272108843537,0.0680272108843537,5.62133333333333,7.02666666666667,50.5605094066244,90.7370587576117,19.4360391857374,0.0,-2.06245720885477,0.290552584670232,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26.88823,2.53543
PF21082.fasta,35,148,4.634,0.0,0.0579150579150579,0.154440154440154,13.1483870967742,16.4354838709677,4.44089209850063e-16,17.9005402749723,0.0,3.89180494542077,16.7917896775641,0.151515151515152,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41.12771,4.87502
PF09172.fasta,88,428,3.1708,0.0219,0.0557561597281223,0.0637213254035684,5.83565107458913,7.29456384323641,0.0065411296625643,18.8953011890811,0.0,4.82691862919362,-34.0669623046887,0.11467522052927,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,57.81026,4.53963
PF00909.fasta,25,495,1.6281,0.0217,0.177777777777778,0.274747474747475,3.43003663003663,4.28754578754579,4.44089209850063e-16,24.9404521471612,0.0,7.58856854864655,12.264596655409,0.13768115942029,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19.93346,3.63652
PF03911.fasta,109,44,2.412,0.0,0.0625521267723103,0.0625521267723103,1.0,1.05190311418685,2.54248756445779e-08,22.7058946104089,0.0,7.18909478831961,-30.7842177003679,0.273970231914157,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,40.53155,3.76178
PF15122.fasta,7,296,1.0,0.0,0.0,0.193050193050193,1.0,1.0,2.04214546684946,3.63263017503466,5.08012386103361,0.0,-1.03725800670456,0.466666666666667,0.9973402642875026,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.52642,0.50493
PF01278.fasta,10,312,3.036,0.0564,0.352564102564103,0.32051282051282,2.32421052631579,2.90526315789474,2.2204460492503099e-16,0.135641587816284,0.0,0.0,-2.34394511606927,0.333333333333333,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.64255,2.58777
PF01036.fasta,17,284,1.9644,0.0,0.227837613918807,0.269262634631317,4.72,5.9,2.2204460492503099e-16,0.0455299386675875,0.0,0.0,-3.81167760718259,0.3,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21.07695,3.07249
PF03611.fasta,107,625,1.8572,0.0,0.0493457943925234,0.0418691588785047,5.72955367913148,7.16194209891435,8.881784197001249e-16,15.9050730245169,0.0,2.88719556428405,-88.0867789544656,0.189937106918239,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,50.37617,5.93051
PF09430.fasta,18,188,2.3184,0.0,0.236406619385343,0.118203309692671,7.18110236220472,8.97637795275591,2.2204460492503099e-16,0.0856073138478979,0.0,0.0,24.302317300595,0.110294117647059,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.07548,2.41791
PF09819.fasta,102,158,1.9832,0.0,0.0558451228592703,0.0620501365103003,3.38701298701299,4.23376623376623,8.881784197001249e-16,26.0855083181688,0.0,0.0,-76.1542215516266,0.112871287128713,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,52.43571,3.15598
PF01347.fasta,43,984,2.7721,0.0213,0.0968992248062016,0.106352807714124,7.15580110497238,8.94475138121547,4.44089209850063e-16,6.77567473377535,0.0,1.72851847409301,-28.32231169526,0.292682926829268,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32.0904,4.12569
PF07019.fasta,157,160,1.2317,0.0219,0.0398089171974522,0.0398089171974522,6.04572142410993,7.55715178013741,8.881784197001249e-16,10.3708455996056,0.0,0.0,-276.948678323725,0.0985938792390405,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,83.99655,5.16059
PF03595.fasta,412,907,1.6071,0.0,0.019267616488798,0.0176619817813982,6.78784023133924,8.48480028917405,1.77635683940025e-15,18.2563318358114,0.0,0.0,-78.3705631502685,0.0536941427808439,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,221.3702,5.12863
PF06522.fasta,67,75,3.1468,0.0213,0.0796019900497512,0.119402985074627,1.33666666666667,1.67083333333333,8.881784197001249e-16,20.5216871501324,0.0,4.86328423916757,-25.5125698840752,0.331002331002331,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31.58332,5.10495
PF12270.fasta,47,147,1.603,0.0481,0.0578954986249819,0.028947749312491,3.16121212121212,3.95151515151515,71.3887103053837,120.654831106242,36.6595565378616,0.0,-5.07403502937741,0.221256038647343,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20.2359,1.95231
PF00473.fasta,26,43,2.5621,0.0452,0.0894454382826476,0.268336314847943,2.975,3.71875,4.44089209850063e-16,19.7104355518953,0.0,4.96872662562087,-18.1583664432029,0.486666666666667,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13.17277,4.23497
PF00375.fasta,80,589,1.4905,0.0,0.067911714770798,0.0657894736842105,4.97623282134196,6.22029102667745,33.3879190158993,66.9315245855585,11.5805803234118,0.0,9.25592079593796,0.157091853294385,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60.58579,2.78408
PF19297.fasta,83,272,1.4815,0.0382,0.066442239546421,0.0753012048192771,2.48790560471976,3.1098820058997,4.44089209850063e-16,4.68584838754945,0.0,0.0,-31.9788864499041,0.225233363444746,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23.81071,2.72721
PF10413.fasta,5,36,0.2663,0.5451,0.0,0.0,1.0,1.0,4.44089209850063e-16,1.20444208372001,3.18480911998634,0.0,-1.12561295089676,0.333333333333333,0.999999999915282,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.05405,0.4581
PF10161.fasta,12,76,0.7308,0.0,0.0,0.219298245614035,1.0,1.2,15.0207512208551,91.5148990912922,0.0,84.8717703292725,60.540207595989,0.290909090909091,0.9999999999979079,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.2882,1.50983
PF03806.fasta,9,518,1.5512,0.0,0.128700128700129,0.171600171600172,2.368,2.96,6.88665427439614,6.75678805553527e-07,4.1484371522787,0.0,-2.20672871495388,0.321428571428571,0.9999757304673306,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.18386,1.05278
PF20916.fasta,28,154,1.5177,0.0316,0.11595547309833,0.11595547309833,2.85454545454545,3.56818181818182,74.199902150621,134.900433790461,41.1696930773031,95.5576192919078,-3.69938885696859,0.179487179487179,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.50543,1.76289
PF09203.fasta,39,322,1.8947,0.0,0.159261028826246,0.143334925943622,6.27067238912733,7.83834048640916,10.834633160296,67.0388955451187,0.0,45.559788138988,-2.47920446946625,0.142247510668563,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25.97403,1.99431
PF03349.fasta,10,529,2.479,0.0216,0.396975425330813,0.302457466918715,4.41564245810056,5.5195530726257,11.2332198697178,70.7283820115131,0.0,50.2288412632924,-2.08868618392082,0.805555555555555,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10.45296,1.95294
PF04966.fasta,33,640,3.259,0.0,0.108901515151515,0.146780303030303,9.13787465940054,11.4223433242507,2.11484925788191,37.625067506924,0.0,0.841951929028928,71.7398620194669,0.185483870967742,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30.19855,4.68847
PF01127.fasta,57,187,2.3162,0.0,0.168871376301717,0.225161835068956,3.17471967380224,3.9683995922528,2.22811724626126e-09,19.2448582461792,0.0,4.50910107320471,8.56678542021593,0.219480519480519,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.53306,5.02781
PF02300.fasta,27,133,1.5176,0.0,0.0835421888053467,0.194931773879142,1.69896907216495,2.12371134020619,8.881784197001249e-16,10.5006231338202,0.0,5.11408802522346,20.8302570753393,0.246153846153846,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14.89454,2.24723
PF10555.fasta,29,13,0.2874,0.0,0.0,0.0,1.0,1.0,25.9377571324165,36.1235011203061,18.8683449549678,0.0,-19.7770941321049,0.333333333333333,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.63471,1.39966
PF01124.fasta,157,229,1.6296,0.0,0.0361583178037994,0.0417211359274609,6.40080160320641,8.00100200400802,23.1225540949729,45.2327781330061,5.02111233278561,0.0,-90.8861889227601,0.0718775847808106,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,110.2631,4.04926
PF00474.fasta,10,447,2.4175,0.0,0.223713646532438,0.201342281879195,3.07160493827161,3.83950617283951,1.11022302462516e-16,0.0501814146907097,0.0,0.0,-12.5247863005663,0.583333333333333,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.22365,3.46455
PF13609.fasta,102,972,2.0882,0.0,0.111958363592351,0.0948115871863149,4.92208083832335,6.15260104790419,67.8839089613941,94.654488598418,19.1190481513218,0.0,101.247242716003,0.111287128712871,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100.85911,3.58357
PF07017.fasta,17,153,1.1847,0.0,0.153787004998078,0.0768935024990388,1.64,2.05,2.2204460492503099e-16,0.101743993985674,0.0,0.0,-3.31618882824376,0.491666666666667,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.88898,2.19171
PF03458.fasta,835,125,1.1681,0.022,0.0105389221556886,0.0134131736526946,3.21108817457977,4.01386021822471,1.83311144041909e-10,22.5652748925642,0.0,0.0,-170.693376614408,0.0272396728475563,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,337.25645,4.39416
PF04193.fasta,205,62,2.6578,0.0296,0.00786782061369,0.03147128245476,1.0,1.04411764705882,8.881784197001249e-16,4.06460302834341,0.0,0.0,423.716377201714,0.0429344151453685,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,128.98551,3.77785
PF06553.fasta,17,253,0.848,0.0,0.186003255056963,0.372006510113927,5.33333333333333,6.66666666666667,2.2204460492503099e-16,0.144061712031203,0.0,0.0,13.870836880268,0.483333333333333,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.81186,2.74498
PF04896.fasta,9,248,0.8651,0.0,0.0896057347670251,0.0896057347670251,1.6,2.0,23.4939859811114,197.384408607422,21.5481878028852,4.12593557663359,-0.816418885814343,0.357142857142857,0.9999999215683594,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0836,1.26366
PF13505.fasta,53,469,4.197,0.0218,0.233334674337209,0.148851430180633,3.98233522917364,4.97791903646705,42.7688940497313,74.9567950872252,15.1506311068635,0.0,-7.98074907436123,0.0693815987933635,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71.05425,2.85843
PF01117.fasta,5,392,2.041,0.0,0.357142857142857,0.969387755102041,3.47692307692308,4.34615384615385,1.11022302462516e-16,0.206977418011312,0.0,0.0,-0.117670739768214,1.0,0.999999999947498,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.73892,2.51675
PF03170.fasta,52,836,1.5331,0.0,0.133419212366581,0.158722856091277,3.48652792990142,4.35815991237678,52.4310462781206,76.9642345801747,15.3787867296214,24.1954919156597,72.237961855786,0.176470588235294,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40.40795,3.43788
PF04333.fasta,232,293,1.107,0.0218,0.0367776862422031,0.0411910085912675,3.20846940606496,4.0105867575812,8.881784197001249e-16,45.2640749682422,0.0,1.03275301028982,23.5360021225168,0.0585356672313194,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,131.43788,3.14135
PF09767.fasta,30,220,1.8948,0.0,0.181818181818182,0.196969696969697,4.4838905775076,5.6048632218845,50.1726392152768,85.5469629815679,18.501031295007,36.8553792036359,-5.60380845550346,0.332512315270936,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18.05939,2.71349
PF01773.fasta,362,102,1.6268,0.0,0.0189578593868487,0.0135413281334633,3.201266323704,4.00158290463,8.08828486015647,31.9456392601785,0.0,0.0,-67.1795400928156,0.0362880886426593,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,148.36396,3.9155
PF10215.fasta,48,34,0.8941,0.0655,0.0,0.122549019607843,1.08571428571429,1.35714285714286,4.44089209850063e-16,10.0581972529014,0.0,3.12301289414409,-168.514452876768,0.261794634597595,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16.72633,3.35825
PF20877.fasta,25,174,1.5253,0.0,0.229885057471264,0.160919540229885,4.30331753554502,5.37914691943128,50.7961210149597,93.5855730896365,20.0023088708235,46.9573701953443,-79.837545171478,0.358695652173913,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17.97415,2.46334
PF10766.fasta,6,48,0.7103,0.0,0.0,0.694444444444444,1.6,2.0,2.76993935121803,3.2589784441299,6.30960407611594,0.0,-0.961531407831285,0.6,0.9329663858719622,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.69049,0.6362
PF05552.fasta,258,50,2.3264,0.0,0.0,0.0155038759689922,1.14015748031496,1.4251968503937,1.77635683940025e-15,22.1957534542932,0.0,0.0,13.5920564583336,0.0645671206225681,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,137.84089,4.24897
PF09515.fasta,26,207,1.997,0.0216,0.0929022668153103,0.148643626904496,5.18561151079137,6.48201438848921,2.2204460492503099e-16,4.13894540002617,0.0,1.2835191620388,80.2388562766515,0.5,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18.01642,3.49886
PF02253.fasta,61,329,1.1254,0.0351,0.109621804773531,0.114604614081419,2.66368,3.3296,51.5468188038849,82.7742649256095,17.3085268529404,0.0,3.02605204132778,0.136158192090395,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41.11128,2.9941
PF02293.fasta,46,203,1.1326,0.0215,0.0749625187406297,0.117798243735275,3.8478386167147,4.80979827089337,8.881784197001249e-16,50.3950729988957,0.0,1.17790319177042,-24.2260395786282,0.293939393939394,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22.83658,2.96345
