n_sequences_tips,alignment_length,crown_age,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,normalized_colless_index,gamma,best_BD_speciation_rate,best_BD_extinction_rate,best_BD_speciation_alpha,best_BD_extinction_alpha,best_BLINDLIN,best_BCSTDLIN,best_BEXPDLIN,best_BLINDEXP,best_BEXPDCST,indel_rate
65,176,2.428573495165383,2.514733278818906,0.030416937258182473,0.0626969174299643,0.08009879592472638,3.0697713272899705,3.9905463925584206,0.22548222797019696,-3.355456241475168,4.486559563077944,20.664119262984773,-13.240787763187578,37.783320157880546,1,0,0,0,0,0.14279571335469068
24,133,3.3739922232605988,1.2463128714422238,0.04391193205310838,0.03317666241016373,0.0803082499953724,2.948880760803552,4.665126449137352,0.25543318876090837,9.44506691274559,5.076564660158606,24.708008064092482,0.0,11.40533645459214,0,1,0,0,0,0.11348491240553613
41,98,2.067271323037297,2.2929221109542834,0.004957705277896282,0.274731369006943,0.2092569692248522,2.768804674452943,3.9099678215780127,0.18586363301473838,7.619147732308046,48.415825857388526,35.11017891377209,22.274505201436085,29.98780433756182,1,0,0,0,0,0.4839883382317952
39,177,2.2658520237689608,2.7443999134866957,0.010348567575512363,0.103151112178564,0.15112161807713922,2.074379281711081,2.489569195232159,0.25989757405974956,-1.9074453264185398,65.54025438135984,159.79583322058892,19.65612914872601,56.182284654575334,1,0,0,0,0,0.25427273025570324
39,124,5.394334157650079,3.1057985757686533,0.032386597074041235,0.1402513368469286,0.07064748724928867,3.5169171638830212,4.1697056152125915,0.2367994627212487,1.8472910676590715,2.6508786576575036,27.07467182349201,0.0,12.761597410832481,0,1,0,0,0,0.21089882409621724
68,357,1.454126575977718,1.3535548528168286,0.03258506675456706,0.22115654870783272,0.12612281165792943,4.303346558999569,5.159137268367505,0.16121986835009577,33.56200949087797,44.052894421535335,15.642189256885986,20.39797728694242,-32.95707134818973,1,0,0,0,0,0.3472793603657621
30,169,2.1597707381051556,2.3412539476096157,0.020879175985136837,0.039110363295153494,0.10413017763167082,2.008458780376553,2.138281278557612,0.2813475882872571,7.535072693359342,24.796579561460785,11.662444067419573,10.553539537532421,29.437722231711568,1,0,0,0,0,0.1432405409268243
86,165,1.6278497644305023,1.9621348594967043,0.017451952909296884,0.08413532916481652,0.08122050805360224,1.4350736412016813,1.6441430701785253,0.3055150571380131,-16.31935035447,78.91442399193383,99.22637204446657,37.191331455617316,91.70825865086267,1,0,0,0,0,0.16535583721841876
91,109,2.3460060879386972,1.2692523554848767,0.03818428498682491,0.08291346873500255,0.06918058534483001,2.0805531165435953,2.187938844390602,0.08333202489605887,-1.0738381332247489,12.565969818781774,94.76404627241482,1.9629479314162726,1.8671618928151632,0,0,0,1,0,0.15209405407983256
74,243,3.0631079909391814,1.2233153448016678,0.007264629563799141,0.06596457613307234,0.19102586008776318,1.8978469578199857,1.907892610103369,0.2767375300086672,-27.297965686292404,9.678067872226341,35.38085546584179,-3.5756335097343896,38.79726734209692,1,0,0,0,0,0.2569904362208355
66,175,1.783609918660179,0.7997287022913959,0.010014991007128103,0.12099190000582631,0.09363009306105861,2.5322230780281902,2.717369718361789,0.08165653711618104,9.70202353602319,125.24571943931845,167.31540306315696,56.44895529803935,19.723031636729402,1,0,0,0,0,0.21462199306688493
85,90,1.7849578617270168,1.2095098934642896,0.03849259716707955,0.050778140548620856,0.10009612930468625,4.361436395841869,5.250256271474941,0.14468677208279562,-12.24366000249994,29.173399400140493,32.46779619401765,14.089229056585978,26.43328430780059,1,0,0,0,0,0.1508742698533071
49,243,1.8336785406765344,1.8218896079222815,0.037023398775841564,0.07343623184255546,0.10270155761980987,2.519013584280758,2.7091788761776616,0.20041568783411554,16.936052184241255,93.41790897883774,27.394206697232903,15.330143949070816,29.98308037038734,1,0,0,0,0,0.17613778946236533
52,85,4.283704411312386,2.1863337589775638,0.004188021892985633,0.12475607126103087,0.24551617278443108,1.7416095721290001,1.9278573980309712,0.273523039164144,-8.808095988764379,7.628585819395764,9.676947025988857,-4.0305874447944365,16.859128095331204,1,0,0,0,0,0.37027224404546194
86,135,4.50003537016275,1.2195592748500896,0.05244090122145198,0.07623861444788238,0.142318717484996,1.6308861293013766,1.5003808783625465,0.2507961486048019,12.17945573659295,34.54205628796786,46.00460945891957,-0.8402764618525946,5.720880136860532,1,0,0,0,0,0.21855733193287838
30,229,1.6712529895606894,1.7840479842756665,0.02098835432111586,0.17391700870661145,0.10177715643113007,3.118418575736638,4.29263185298225,0.173297235110214,-44.99601750245436,78.4714700986169,78.78241383126453,45.91927308966439,42.7806104394769,1,0,0,0,0,0.27569416513774153
44,117,4.564744860003778,1.300109121312376,0.061968401390958855,0.0515541870684003,0.06497098287411152,4.967842936316052,6.271807815852889,0.24431917960069274,-17.314333359321097,15.42511779242242,14.250557925725026,0.15032666128154587,-2.17734659591426,0,0,1,0,0,0.11652516994251182
89,182,2.6621760702242563,1.0488727091691703,0.02597648164102878,0.11839251412987499,0.15075414972162424,1.5219984388769279,1.9427163565920802,0.0569386794163556,4.630289308940623,78.65129196520003,113.66311566595004,26.869759984958236,19.818096256371483,1,0,0,0,0,0.2691466638514992
39,217,4.022839023628814,1.371351839051436,0.014348106879080978,0.1583902671107968,0.08559441303934509,3.608937453936988,3.7868576337129487,0.18680315768322048,-0.8575292479075668,5.480363884841005,34.006276441452016,0.0,6.2583825808323965,0,1,0,0,0,0.24398468015014188
31,145,3.112746395802199,1.3755701197455001,0.00037123456859373407,0.14566852412289408,0.19454274733411703,3.718026825465573,4.679188479195671,0.3345972447555562,0.38073024681955214,77.67922687304288,61.329229767434285,22.68522678517907,60.88059179889695,1,0,0,0,0,0.34021127145701113
38,139,1.9954506941685533,2.4874181347147526,0.018740493745256593,0.06432020016609137,0.08797725367034516,2.008846670984224,2.2902787172942682,0.09870146556549697,3.3778019275921345,73.2836273885636,59.87565760063162,19.74198687673428,26.035805221713208,1,0,0,0,0,0.15229745383643653
31,35,2.3720062404659914,1.4768031813436493,0.028359174621494333,0.035214541989895175,0.04357850356826604,3.6047035040595707,4.880533682703057,0.17973829646006698,-8.599227394956252,19.0451327924728,21.314087507177625,0.2106249993352602,-6.099035716598487,0,0,1,0,0,0.07879304555816122
80,180,2.6448601937542646,2.6318239710133526,0.00701653654432727,0.059552653639109575,0.07353100274867963,1.7145520673472925,2.011160552543505,0.07235065261638854,12.455739348845334,83.04549047855427,117.42979765595335,26.076838483513576,10.947402271506743,1,0,0,0,0,0.1330836563877892
28,72,1.961002545091925,1.534804691485772,0.0165982904436258,0.11982942228763202,0.11995440563452849,3.6465241423077974,4.482988205442418,0.4938461560314289,0.8618064646632525,2.2737292240975244,28.20266007932468,0.0,50.51599154172768,0,1,0,0,0,0.23978382792216052
93,174,1.4582789133600458,1.2832800131023328,0.02540120111634099,0.18879361539812176,0.11807676147316534,2.5096205283958453,2.8157836406986276,0.06315755206123291,16.282765505522836,73.0432363451903,71.22292551921737,44.420537722403516,39.320968722063185,1,0,0,0,0,0.3068703768712871
98,474,3.1136426408349656,1.3706072440041912,0.05002934618507499,0.05977041894755073,0.06912988670176444,3.099742563618763,4.331392373460869,0.15693125263629426,0.45080777642767256,6.363905166798432,2.68214362527086,-5.20131887031514,5.805240874385788,1,0,0,0,0,0.12890030564931518
35,140,1.5873821738670888,1.1892420507405066,0.04691197069911968,0.13770549516186678,0.2227517481312215,3.2830739811952534,3.789875091673519,0.15075395190401755,5.110561898388327,67.11518762947539,140.38169120300972,13.3177039306562,47.42411120062655,1,0,0,0,0,0.36045724329308826
74,119,2.120674871966757,1.8459557260600907,0.01395521805060195,0.044025337155865735,0.07769122095234922,2.0546473589923537,1.863428226918503,0.06303703591040653,26.60951476180555,48.02973877355972,8.882515635550243,11.908224596286987,24.312112183368953,1,0,0,0,0,0.12171655810821495
61,222,1.7600869392513465,2.5864047203868483,0.010907721054235061,0.2072939970262182,0.08599216927539274,2.592323253533787,3.5169741508458072,0.11634507512311709,2.4284065169335918,67.15318322025136,56.827411327079275,32.470315602668315,47.3302223644509,1,0,0,0,0,0.293286166301611
47,152,3.1986377511998985,1.3140438146601756,0.013165348860350935,0.0712995944523257,0.08581133530526917,4.246907753392164,5.997814853384128,0.27770525073969504,37.09204005380661,21.72232587318156,37.420343923863086,5.330484580926197,65.80375077551788,1,0,0,0,0,0.15711092975759489
61,211,1.4402813670112744,1.8461137003756538,0.01211968953115911,0.12372786910379054,0.07908175560417781,2.560510109662016,2.7967285630534784,0.15507278121765522,8.01540971864371,68.63372152523452,66.89053286049392,30.389176275664177,-24.28446133645322,1,0,0,0,0,0.20280962470796834
32,224,2.89259033018011,1.1030576297106758,0.0010532586683341244,0.036577089544356796,0.1394595458105518,5.787623895858954,6.863396185636381,0.16441063109657858,14.486042712792287,73.35537258611632,46.46614768891913,24.889594652476802,35.996513911079425,1,0,0,0,0,0.1760366353549086
60,123,5.757297799870219,2.2042831181130325,0.03918293658037654,0.12064100168633926,0.053123214887628445,3.8740746964167356,4.933751549664108,0.1954519539320576,-1.6369031377096026,14.699523486009996,26.722263303359597,0.0,5.552413376451325,0,1,0,0,0,0.1737642165739677
56,30,1.908778922244959,1.8059821248163201,0.03517825172350007,0.12379417093461549,0.10263010001934558,2.508467698161251,2.9733224917969263,0.05555981520198294,7.615962953550533,47.78356967092959,20.045390985663428,15.88079423300021,47.56075989500986,1,0,0,0,0,0.22642427095396106
29,126,3.961258048068208,2.252358840804253,0.02724708579133392,0.09701854597473264,0.18749779714687614,4.0410808152788285,4.938953834916172,0.26574345586922254,-10.512250900534127,14.161059016983694,15.473143779296938,0.1204158861798182,0.15110567377125197,0,0,1,0,0,0.2845163431216088
51,228,1.566276131592488,2.2503855558806403,0.019300651385803353,0.11866381316168277,0.08824325222558074,2.5998941253348833,2.7746587109392644,0.2716927795511332,-8.61357598904356,76.34252652216726,127.47304993932079,24.24434124691202,12.582926146903857,1,0,0,0,0,0.2069070653872635
60,206,2.4334876253078406,1.5662740780924322,0.07931044127630706,0.06268247637559915,0.014766726601546357,1.443400340646128,3.334858119394236,0.17448044605658808,4.588693874287442,4.835556431643194,40.36419054958216,-0.9560417065655661,1.2703784212120675,0,0,0,1,0,0.07744920297714551
56,98,3.821720348980031,1.6080348381960987,0.014122398043249336,0.02775496516212307,0.12765471059580738,2.898902049955406,2.9264781088476286,0.23780813301787523,48.13513889358071,31.542782159316175,70.78147002749238,2.6558783147580183,27.818565817026645,1,0,0,0,0,0.15540967575793047
72,417,3.9599719488694176,1.688982843273593,0.012382992906330489,0.14845840260391177,0.09094291472778131,3.05582560844084,4.581271670740882,0.3329079981693775,-70.55014406449172,6.3834047862065715,5.5210675367937245,-0.30348760773566674,29.12600776718903,1,0,0,0,0,0.23940131733169306
30,223,3.2083634149296336,2.553698343885025,0.010191631211302662,0.0686089975611653,0.11453080686449432,5.125046723008165,5.792754986642133,0.31518272051797697,-10.492122543571591,15.672013114903471,59.96912459029257,2.69092741462663,30.567862522974984,1,0,0,0,0,0.18313980442565964
98,366,4.816026271219474,1.4428343037476126,0.013519539918335186,0.07070124505604135,0.08431022774329598,5.4701062096486455,8.753456088695302,0.143585457176851,1.6443034505542067,17.200989395530964,27.284366498835734,0.0,5.2461476548102155,0,1,0,0,0,0.15501147279933733
76,265,3.785241242781118,1.2498844660619566,0.02495405392388899,0.03407483022064234,0.0871427805863334,3.7156515265360066,4.878514309634721,0.20622990123748114,-39.037238235097206,17.00943408563729,13.784637350964283,-0.016253378386476593,2.153090237007049,0,0,1,0,0,0.12121761080697574
39,261,4.416466744976333,1.6589727347411791,0.03313614674484333,0.10556464648987249,0.17744818207017132,3.432750235194,4.159189454550563,0.30209941490905823,-26.237962249086547,2.7617385826555907,28.57149042367927,0.21220213917693573,8.345723091011234,0,0,1,0,0,0.28301282856004384
83,245,4.0290148826825405,1.5058485586018602,0.002987368291558568,0.03936621635587136,0.09360597508899803,4.787040792045699,5.778402178603887,0.20387755987110984,3.4875160492005755,1.8729777701038453,7.925394733911697,-9.603857978027497,44.926965327354885,1,0,0,0,0,0.13297219144486938
26,224,3.6810697895666644,1.676763827954091,0.004487741028806162,0.15257694652599357,0.1356346944645545,2.897570571157198,3.126192295417388,0.19278540217407064,0.4020331182203095,8.055417586213514,42.42024386181018,0.0,8.001743225201828,0,1,0,0,0,0.2882116409905481
53,143,3.1063096084807245,2.8986691716868567,0.01755219541016292,0.08664439681102634,0.08855224474616973,2.709425925681899,2.7442799361252836,0.1825689278901403,-34.108274977747605,8.174559274637726,12.282033105993143,-6.421275759407175,21.43507252128189,1,0,0,0,0,0.17519664155719605
27,191,1.792110823888323,1.4841457996736374,0.017967546764883803,0.1768477178845952,0.14018045345061794,3.264769870613743,5.028005441789517,0.16537380029785578,-32.14703205832531,93.32955542269745,160.22082514160618,24.38899184734444,60.02542401902321,1,0,0,0,0,0.3170281713352131
47,81,2.1588059153832555,1.3904439889407114,0.012136520928971557,0.16639825072842265,0.13658194048256928,1.6068547832916202,1.7552833764556897,0.18334599194782175,-6.431071596605422,11.465896629236616,126.51182611373928,4.862116075696497,2.7285074386301074,0,0,0,1,0,0.30298019121099196
52,60,2.0938712650259563,1.2937992853141393,0.04495839252881779,0.10663628722676721,0.0925862054641085,2.407851324283138,2.158202998264747,0.229030852900294,-9.66390286008883,10.787273349165625,122.92256885310692,4.946641468847404,2.5560514113555644,0,0,0,1,0,0.19922249269087572
34,242,5.364486173707019,1.5347090867474482,0.03817513994296287,0.06180356695779971,0.18140837171723379,2.65958611240262,4.983533132213752,0.19647008144691946,-1.4316958036522704,13.582795620183353,21.870616845653412,0.0,3.2924998439397046,0,1,0,0,0,0.2432119386750335
82,132,3.291575780626403,0.9680026255728955,0.051056698945331075,0.033391865656313253,0.07649457236558319,2.6102341384808767,2.7760552430171344,0.16806430313839518,-4.172631018674252,16.58874877444091,40.17786893547095,1.576043732767447,10.1345822934712,1,0,0,0,0,0.10988643802189643
54,69,1.5807936897438817,1.7355914600312978,0.015171450196335517,0.05122816606500205,0.08731877583910698,1.3190840630816616,1.493480193354126,0.13790618460445642,16.729012689472274,61.09410667692438,66.57578506573284,31.17654194044281,17.297676162682812,1,0,0,0,0,0.13854694190410904
88,227,3.646140907261818,1.5611418140859796,0.011390875227610014,0.04314962577342757,0.08435885395847523,2.1253219192562516,2.6680061376976467,0.3098575693398077,-5.379274520121402,4.755205064803458,7.642650579504858,-10.84617446989236,8.550719748653497,1,0,0,0,0,0.1275084797319028
56,111,3.415932390468301,1.5731468312505523,0.012182805358545342,0.13390038943706156,0.18823000288933012,1.6776947178893822,2.295965204520426,0.12890147570537047,17.821736233905096,10.034704114667152,18.3679087612487,-2.639371457060367,36.15121888863661,1,0,0,0,0,0.3221303923263917
22,68,4.359339634266607,1.6094378377634118,0.02683682600411487,0.03618030232373834,0.05844162890089628,2.075823163652441,2.782573903242613,0.3425089746408773,1.9100934763707276,3.8734031307019188,21.092935062552364,0.0,8.523448866473514,0,1,0,0,0,0.09462193122463461
27,265,1.3175322724130463,1.026838499084909,0.007723265500456865,0.11926643640920544,0.12074645187868548,2.285698973125803,2.594559984081115,0.16790140630087008,-17.504492629284755,94.17477042259893,64.54633996413088,54.96526843936964,-5.641215893347491,1,0,0,0,0,0.2400128882878909
50,74,3.4290901193138206,2.7973424682869346,0.0066386026225287555,0.024394894394168316,0.05307298573520184,3.0464181868665023,3.5929904485803394,0.31784684757545245,1.7713312102111018,7.830805344363642,6.62825493027467,-0.14063906646644497,10.86877496138728,1,0,0,0,0,0.07746788012937016
91,68,1.6645824377995089,2.4077554809215456,0.01453428444065691,0.00412110592969287,0.010250001843256888,2.79014802307759,2.3754910371836426,0.11997120653318338,-3.119569086464515,52.7940974905331,36.41945128679071,28.551909943581947,3.3158503000419843,1,0,0,0,0,0.014371107772949757
73,417,2.593220535398717,1.1471407261157747,0.042332850252579955,0.021124920516051773,0.07042873571618292,2.6525791402982897,2.8651082992129675,0.15450005316780374,15.45549917142769,51.59983246839972,66.07892038459666,16.921188948342664,22.729505705495924,1,0,0,0,0,0.0915536562322347
49,162,2.338662383154435,1.312453676913218,0.034685107050162756,0.11005996462333438,0.1094962115364457,2.5050212537797067,3.5460432357195146,0.21415691522576044,-6.910798754530008,9.04705660405618,87.22032027961662,3.07324581260371,1.9449943479994547,0,0,0,1,0,0.21955617615978007
30,99,2.091019780772994,1.1629919332901553,0.03188439650752564,0.07557171916768693,0.09156653335005131,3.2788878152915366,3.463854441353734,0.1048167561448227,46.153174715325484,55.92947850988413,19.167183491190045,19.571291786848448,31.676468983285474,1,0,0,0,0,0.16713825251773823
72,95,3.88199139037036,1.2290796938655109,0.0478976505052795,0.027520755419739328,0.08342813618323593,2.302170558195683,2.4175568416443918,0.206907184426417,-49.74188048642875,1.414597410346298,9.790099461402065,-1.9256847358475362,2.806063936346793,1,0,0,0,0,0.11094889160297525
43,86,1.465648332483194,1.384950452495988,0.02646508826067974,0.09042777266717579,0.12518602524164235,2.3301017468152327,2.2298293041683075,0.08138774449343782,-14.931830706475445,57.72028843529091,54.25917748199864,24.3115806341881,14.895095733313376,1,0,0,0,0,0.21561379790881813
29,173,3.8080601269028262,0.9297893793684946,0.01429466699887249,0.13018471791285058,0.1577522954028357,3.6773742120210655,4.579166552309399,0.32707540336487123,1.008855933353074,11.005949304219746,26.844247478170143,0.0,3.373083900253215,0,1,0,0,0,0.2879370133156863
36,89,1.8924807522486946,1.5248938829112126,0.0007039644188750894,0.18448634849458848,0.14405196811424215,1.0759039716196424,1.3293338475306609,0.20419795583305222,-13.834007756841334,80.82272204037298,124.23913377277394,40.952830136818164,70.36940913069759,1,0,0,0,0,0.3285383166088306
35,305,1.4156594328506469,1.6937983187167238,0.02205749762008228,0.11073832606081463,0.11994878087063404,2.6154181133166907,2.824005306442567,0.2209074231369834,38.16767306467351,77.57260863642794,45.67860672079202,39.450674007099906,30.39491915038905,1,0,0,0,0,0.23068710693144867
90,185,3.4699132871166203,1.3559556194821454,0.02457418565017492,0.045379234382039585,0.08587723590144879,3.7275968058177114,4.629583113572679,0.27705703960218775,22.913964504782562,1.9978720073930243,21.99345390757084,-7.223025256163739,43.78030537349028,1,0,0,0,0,0.13125647028348836
22,84,3.1172238854299517,2.4993987786986547,0.005954105560101857,0.0585648793948718,0.07432833885055026,3.4953163243280496,5.103720516385969,0.23544612669438328,-7.739747428899136,11.908813798975235,15.30860387386184,0.08734520610840031,-2.9890143008993872,0,0,1,0,0,0.13289321824542205
22,149,5.302641482043404,0.9428709808694337,0.005856542252371843,0.1370985894017177,0.1410804358731284,3.670588863196534,4.817874684994304,0.19647365204022188,3.5419779686587143,3.6211830359200903,18.350511594906774,0.0,4.562712375104431,0,1,0,0,0,0.2781790252748461
30,153,1.8429847731450761,1.3158901195161476,0.0391995120910486,0.04634409700230361,0.09293935261662477,1.4802546000121308,1.594774273462559,0.1792386979717951,3.4581191948010117,44.89553633538873,19.522299503488547,21.557987561413583,31.85388089207499,1,0,0,0,0,0.13928344961892838
91,83,3.769497467009111,2.7858310563865247,0.01626689384221312,8.486325286701131e-05,0.04296794383028049,3.4357372504432533,4.00143002909977,0.09926567859952085,49.678446458834124,3.651088245111967,10.01029829298511,-6.022322174045433,31.142822106953908,1,0,0,0,0,0.0430528070831475
36,175,2.5671993995195175,1.2576925440112774,0.02546169745823735,0.1695792202527866,0.18302650495570902,2.472095776568479,2.8152420469901163,0.12583320193665398,12.177275767869777,4.938793342509399,8.670345597118468,-2.1752297518230908,16.238147769667215,1,0,0,0,0,0.35260572520849565
33,223,1.7153055359662701,1.0836690384912584,0.03468890547576442,0.1032447212799816,0.16793294184319874,1.4820397663676035,1.4912772282855342,0.17030578366737642,-2.937604257359312,69.35727680247598,33.297698289483186,29.404854840364088,23.352586603245427,1,0,0,0,0,0.27117766312318037
62,400,2.2244380221249545,0.7393642955302022,0.04719741904318723,0.08825055838155549,0.1351666389694215,2.713218966614847,3.529412472475546,0.4015684385444426,-12.382137209846626,11.012551742816404,102.65562946830185,-0.1168453293173845,2.0671532949866114,0,0,0,1,0,0.22341719735097698
90,229,3.3806543762605044,2.4777784075665337,0.03247498755237825,0.046514913928317296,0.07312396968625033,3.6455783395007786,4.310332444433784,0.13061421321842817,2.7262598171429255,1.6767820430583176,7.439510411439587,-10.783640486660998,20.485815983424537,1,0,0,0,0,0.11963888361456762
74,170,4.36331284180342,2.0073509445897293,0.030122252367949087,0.17957840520874463,0.1084316045040036,1.2728899992651403,1.648972984355583,0.2869013287975098,11.832247825138516,18.8524652123457,24.0922279249867,3.1562370399616437,28.241596499422407,1,0,0,0,0,0.28801000971274826
39,388,2.4727330296456653,1.2762081225772681,0.019615075323372887,0.1219008174160293,0.14495487958629333,5.388553951053198,6.959733286547231,0.16992581141405189,-20.19614465089848,65.7607110097458,80.78530446838943,20.039235129345816,54.01069475278704,1,0,0,0,0,0.26685569700232264
43,184,1.492922836491932,0.7021852735028087,0.027519159157036305,0.008918553039763424,0.04359974252474653,2.121707464694931,2.415994731936759,0.3591682150596056,-12.662919410877546,7.17057170497956,4.903860067919155,2.4330653581843418,23.46183951496969,1,0,0,0,0,0.05251829556450995
28,170,3.0495682722738584,2.544891949769026,0.053766955860856835,0.24509132322724436,0.15731051791692652,2.4680438730404903,1.8085763173827176,0.16997996033262575,1.4879522528078533,9.950775217314659,47.13507832524421,0.0,25.412904534670222,0,1,0,0,0,0.4024018411441709
73,109,3.9890827533494453,1.4555496720917052,0.04088131793166159,0.08245101200916878,0.08755490876805402,2.847639685191756,3.5823750274156443,0.24294847890751728,40.817474417710926,3.107297882796413,18.115629766639447,-10.51827665674867,7.939879737130839,1,0,0,0,0,0.17000592077722282
97,124,1.5444557975091473,1.8470066413343509,0.045268453352110216,0.042482706875577515,0.06241857968948191,1.8922225465106628,2.374187874756232,0.25627592547941375,2.113663760730624,53.34563439685935,47.523460327410675,23.26135343905576,3.9590356034976733,1,0,0,0,0,0.10490128656505943
20,27,2.1341006935142746,1.7465571262939839,0.013292418811253514,0.022046599553733705,0.0867314994588403,3.292235667829896,3.8151538086531187,0.25200756688152004,-26.623851705286636,27.976728677943658,24.35656410053628,12.148820280139306,12.093068167107639,1,0,0,0,0,0.10877809901257401
57,147,2.4756974209568607,1.6279691375368428,0.04596251497109379,0.06936434156811296,0.055371691556752686,1.5509010021313243,2.8576958812395015,0.26482070061831386,-3.1367548944032344,8.287222290405785,95.27454906033896,0.8202737606083684,1.8300228744859017,0,0,0,1,0,0.12473603312486564
61,121,2.517069453538157,1.5513102956267655,0.03414122162635444,3.334947313438403e-05,0.09302761418214979,1.5275178418967412,2.6490383767392305,0.23227442574052315,-15.172854238683382,13.790193244850453,120.67402545039295,3.816019519420337,2.2954905638555188,0,0,0,1,0,0.09306096365528417
56,289,4.223724611544625,0.69809243414261,0.02829968458166594,0.1786989652213858,0.17170029684010624,3.5511617809517317,5.204905386569418,0.29312249755398606,-61.248023388933724,0.9798236104328515,12.87774831708124,-6.275789308428076,5.795333069813801,1,0,0,0,0,0.3503992620614921
60,293,3.2461552154141,1.5969035297524403,0.008205744379171596,0.10612049971263925,0.07154051639482588,3.77901603389372,6.706300646530795,0.10439618640001912,27.543251510548277,55.79573252931141,41.19299273912329,15.014503703266927,10.101978223968276,1,0,0,0,0,0.17766101610746513
94,27,3.5588482762928924,1.3567194947948762,0.02013377558230313,0.056926234069072955,0.082076169176676,1.3721451704008436,1.6431794500723447,0.05898468880790731,20.147632463459033,17.78044875689761,12.976717273796385,3.93612596111862,17.385673906516203,1,0,0,0,0,0.13900240324574895
49,270,2.2980103481589818,1.2148770467717889,0.044073840077130944,0.04761598960689577,0.12619835414220032,2.523018317645672,3.9970677506410914,0.20518819083351225,-5.185539357855221,15.188375073570036,109.99381777031671,4.991857859112663,2.2348026213477583,0,0,0,1,0,0.1738143437490961
53,115,4.021475202095729,1.4616553129394818,0.022529477130996105,0.10217047763956685,0.07864691939412541,1.849630512484654,2.507888697457674,0.13116818039476955,-37.65427759623193,22.595722170214607,17.71260912555613,3.629423493502209,27.27971994936084,1,0,0,0,0,0.18081739703369226
43,177,4.793340939898624,1.9770326020370603,0.03342742226354094,0.12951854384952055,0.05417531446028159,3.8053221042062977,5.343022459579353,0.1743865973597032,0.041543553303837466,15.42539817947266,40.88869845005938,0.0,30.57575478942989,0,1,0,0,0,0.18369385830980214
32,93,1.6862562171416176,1.5273798378698538,0.04728288355915414,0.10689926095299623,0.08141661226927994,1.8260966417514206,2.2173528868567858,0.24886615054739222,2.4010139740688707,16.330927506641792,140.59236003905377,7.064558172846239,3.0586052918362667,0,0,0,1,0,0.18831587322227616
